Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
6,0,0,0,0,0,27.268,25.1724,72.5678,0,7.35612,5800.64,0.999736,95.198,113.471,74.4391,0.0441626,13.9535,148.365,526.579,0.94417,37.3997,4881.49,71.49,0,0.000802569,125.734,3.53E-17
6,0,0,0,0,0,27.268,25.1724,72.5678,0,7.35612,5800.64,0.999736,95.198,113.471,74.4391,0.0441626,13.9535,148.365,526.579,0.94417,37.3997,4881.49,71.49,0,0.000802569,125.734,3.53E-17
7,0,0,0,0,0,27.3129,25.1909,72.5964,0,7.35577,5804.03,0.999692,95.222,113.506,74.4615,0.0441626,13.9535,129.547,526.579,0.943881,37.3999,4881.07,71.7669,0,0.000802497,106.652,0
7,0,0,0,0,0,27.3129,25.1909,72.5964,0,7.35577,5804.03,0.999692,95.222,113.506,74.4615,0.0441626,13.9535,129.547,526.579,0.943881,37.3999,4881.07,71.7669,0,0.000802497,106.652,0
8,0,0,0,0,0,27.2958,25.2027,72.5949,0,7.35572,5805.38,0.999648,95.2409,113.53,74.476,0.0441626,13.9535,106.619,526.579,0.943868,37.4,4880.67,71.7893,0,0.000802469,86.5731,0
8,0,0,0,0,0,27.2958,25.2027,72.5949,0,7.35572,5805.38,0.999648,95.2409,113.53,74.476,0.0441626,13.9535,106.619,526.579,0.943868,37.4,4880.67,71.7893,0,0.000802469,86.5731,0
9,0,0,0,0,0,27.2756,25.2055,72.5462,0,7.35592,5803.56,0.999604,95.2548,113.537,74.4801,0.0441626,13.9535,88.2416,526.579,0.944318,37.4001,4880.28,71.5946,0,0.000802477,71.2562,0
9,0,0,0,0,0,27.2756,25.2055,72.5462,0,7.35592,5803.56,0.999604,95.2548,113.537,74.4801,0.0441626,13.9535,88.2416,526.579,0.944318,37.4001,4880.28,71.5946,0,0.000802477,71.2562,0
10,0,0,0,0,0,27.2881,25.2127,72.4956,0,7.35605,5801.02,0.99956,95.2761,113.55,74.4967,0.0442038,13.9535,90.0518,526.711,0.944966,37.4002,4879.89,71.2543,0,0.000802513,77.4706,-1.77E-17
10,0,0,0,0,0,27.2881,25.2127,72.4956,0,7.35605,5801.02,0.99956,95.2761,113.55,74.4967,0.0442038,13.9535,90.0518,526.711,0.944966,37.4002,4879.89,71.2543,0,0.000802513,77.4706,-1.77E-17
11,0,0,0,0,0,27.3471,25.2181,72.5178,0,7.35562,5802.1,0.999516,95.2814,113.561,74.5076,0.0442038,13.9535,146.513,526.711,0.944852,37.4004,4879.48,71.4025,0,0.000802472,125.116,-3.53E-17
11,0,0,0,0,0,27.3471,25.2181,72.5178,0,7.35562,5802.1,0.999516,95.2814,113.561,74.5076,0.0442038,13.9535,146.513,526.711,0.944852,37.4004,4879.48,71.4025,0,0.000802472,125.116,-3.53E-17
12,0,0,0,0,0,27.3179,25.2186,72.5278,0,7.35548,5802.39,0.999472,95.2808,113.562,74.5107,0.0442038,13.9535,136.3,526.711,0.944806,37.4006,4879.07,71.7313,0,0.000802396,112.821,0
12,0,0,0,0,0,27.3179,25.2186,72.5278,0,7.35548,5802.39,0.999472,95.2808,113.562,74.5107,0.0442038,13.9535,136.3,526.711,0.944806,37.4006,4879.07,71.7313,0,0.000802396,112.821,0
13,0,0,0,0,0,27.2873,25.211,72.494,0,7.35566,5799.99,0.999428,95.2758,113.549,74.5022,0.0442038,13.9535,111.89,526.711,0.945151,37.4007,4878.66,71.8221,0,0.000802357,91.1363,0
13,0,0,0,0,0,27.2873,25.211,72.494,0,7.35566,5799.99,0.999428,95.2758,113.549,74.5022,0.0442038,13.9535,111.89,526.711,0.945151,37.4007,4878.66,71.8221,0,0.000802357,91.1363,0
14,0,0,0,0,0,27.2692,25.204,72.4637,0,7.35585,5797.54,0.999384,95.271,113.536,74.4959,0.0442392,13.9535,92.4744,526.847,0.945506,37.4008,4878.27,71.6799,0,0.000802358,74.7351,0
14,0,0,0,0,0,27.2692,25.204,72.4637,0,7.35585,5797.54,0.999384,95.271,113.536,74.4959,0.0442392,13.9535,92.4744,526.847,0.945506,37.4008,4878.27,71.6799,0,0.000802358,74.7351,0
15,0,0,0,0,0,27.3231,25.2015,72.5038,0,7.35576,5798.31,0.99934,95.2629,113.532,74.4995,0.0442392,13.9535,76.7415,526.847,0.945306,37.4008,4877.88,71.3506,0,0.000802396,62.0626,0
15,0,0,0,0,0,27.3231,25.2015,72.5038,0,7.35576,5798.31,0.99934,95.2629,113.532,74.4995,0.0442392,13.9535,76.7415,526.847,0.945306,37.4008,4877.88,71.3506,0,0.000802396,62.0626,0
16,0,0,0,0,0,27.3106,25.2013,72.5323,0,7.35529,5799.36,0.999296,95.2565,113.53,74.4989,0.0442392,13.9535,140.689,526.847,0.945074,37.4009,4877.48,71.3358,0,0.000802388,121.136,0
16,0,0,0,0,0,27.3106,25.2013,72.5323,0,7.35529,5799.36,0.999296,95.2565,113.53,74.4989,0.0442392,13.9535,140.689,526.847,0.945074,37.4009,4877.48,71.3358,0,0.000802388,121.136,0
17,0,0,0,0,0,27.2781,25.1933,72.5133,0,7.35542,5797.72,0.999252,95.248,113.516,74.4882,0.0442392,13.9535,143.206,526.847,0.945259,37.4011,4877.07,71.6776,0,0.000802311,119.409,7.07E-17
17,0,0,0,0,0,27.2781,25.1933,72.5133,0,7.35542,5797.72,0.999252,95.248,113.516,74.4882,0.0442392,13.9535,143.206,526.847,0.945259,37.4011,4877.07,71.6776,0,0.000802311,119.409,7.07E-17
18,0,0,0,0,0,27.2503,25.1861,72.4888,0,7.35563,5795.66,0.999208,95.2419,113.502,74.4799,0.0442646,13.9535,117.365,526.991,0.945537,37.4012,4876.66,71.8312,0,0.000802262,95.8882,0
18,0,0,0,0,0,27.2503,25.1861,72.4888,0,7.35563,5795.66,0.999208,95.2419,113.502,74.4799,0.0442646,13.9535,117.365,526.991,0.945537,37.4012,4876.66,71.8312,0,0.000802262,95.8882,0
19,0,0,0,0,0,27.2859,25.1841,72.4943,0,7.3556,5795.28,0.999164,95.2385,113.498,74.4795,0.0442646,13.9535,96.8776,526.991,0.945567,37.4013,4876.26,71.7391,0,0.000802258,78.3599,0
19,0,0,0,0,0,27.2859,25.1841,72.4943,0,7.3556,5795.28,0.999164,95.2385,113.498,74.4795,0.0442646,13.9535,96.8776,526.991,0.945567,37.4013,4876.26,71.7391,0,0.000802258,78.3599,0
20,0,0,0,0,0,27.3061,25.1864,72.531,0,7.35525,5796.81,0.99912,95.2363,113.501,74.484,0.0442646,13.9535,80.2984,526.991,0.9453,37.4013,4875.88,71.4497,0,0.000802295,64.8379,0
20,0,0,0,0,0,27.3061,25.1864,72.531,0,7.35525,5796.81,0.99912,95.2363,113.501,74.484,0.0442646,13.9535,80.2984,526.991,0.9453,37.4013,4875.88,71.4497,0,0.000802295,64.8379,0
21,0,0,0,0,0,27.2752,25.182,72.5501,0,7.35516,5797.15,0.999076,95.2272,113.494,74.4782,0.0442646,13.9535,129.31,526.991,0.945162,37.4014,4875.48,71.2725,0,0.000802318,112.281,0
21,0,0,0,0,0,27.2752,25.182,72.5501,0,7.35516,5797.15,0.999076,95.2272,113.494,74.4782,0.0442646,13.9535,129.31,526.991,0.945162,37.4014,4875.48,71.2725,0,0.000802318,112.281,0
22,0,0,0,0,0,27.2472,25.176,72.5223,0,7.35543,5795.1,0.999032,95.2236,113.482,74.4711,0.0442646,13.9535,147.448,526.991,0.945465,37.4015,4875.07,71.5927,0,0.000802248,124.199,0
22,0,0,0,0,0,27.2472,25.176,72.5223,0,7.35543,5795.1,0.999032,95.2236,113.482,74.4711,0.0442646,13.9535,147.448,526.991,0.945465,37.4015,4875.07,71.5927,0,0.000802248,124.199,0
23,0,0,0,0,0,27.2594,25.1748,72.5217,0,7.35546,5794.51,0.998988,95.2226,113.48,74.4718,0.0442813,13.9535,123.174,527.141,0.945555,37.4017,4874.66,71.8136,0,0.000802194,100.985,0
23,0,0,0,0,0,27.2594,25.1748,72.5217,0,7.35546,5794.51,0.998988,95.2226,113.48,74.4718,0.0442813,13.9535,123.174,527.141,0.945555,37.4017,4874.66,71.8136,0,0.000802194,100.985,0
24,0,0,0,0,0,27.3084,25.1779,72.5533,0,7.35514,5795.83,0.998944,95.2225,113.485,74.4777,0.0442813,13.9535,101.532,527.141,0.945344,37.4017,4874.26,71.7773,0,0.000802189,82.2421,0
24,0,0,0,0,0,27.3084,25.1779,72.5533,0,7.35514,5795.83,0.998944,95.2225,113.485,74.4777,0.0442813,13.9535,101.532,527.141,0.945344,37.4017,4874.26,71.7773,0,0.000802189,82.2421,0
25,0,0,0,0,0,27.2815,25.1806,72.5883,0,7.35493,5797.47,0.998901,95.2208,113.49,74.4819,0.0442813,13.9535,84.1079,527.141,0.945065,37.4017,4873.87,71.5326,0,0.000802225,67.8797,0
25,0,0,0,0,0,27.2815,25.1806,72.5883,0,7.35493,5797.47,0.998901,95.2208,113.49,74.4819,0.0442813,13.9535,84.1079,527.141,0.945065,37.4017,4873.87,71.5326,0,0.000802225,67.8797,0
26,0,0,0,0,0,27.2481,25.1697,72.5459,0,7.35515,5794.36,0.998857,95.2133,113.471,74.4685,0.0442813,13.9535,111.398,527.141,0.945506,37.4017,4873.49,71.2408,0,0.000802272,97.1889,0
26,0,0,0,0,0,27.2481,25.1697,72.5459,0,7.35515,5794.36,0.998857,95.2133,113.471,74.4685,0.0442813,13.9535,111.398,527.141,0.945506,37.4017,4873.49,71.2408,0,0.000802272,97.1889,0
27,0,0,0,0,0,27.2401,25.1681,72.5398,0,7.35533,5793.46,0.998813,95.2124,113.467,74.4686,0.044292,13.9535,148.146,527.298,0.945647,37.4019,4873.08,71.4981,0,0.000802222,125.579,-3.54E-17
27,0,0,0,0,0,27.2401,25.1681,72.5398,0,7.35533,5793.46,0.998813,95.2124,113.467,74.4686,0.044292,13.9535,148.146,527.298,0.945647,37.4019,4873.08,71.4981,0,0.000802222,125.579,-3.54E-17
28,0,0,0,0,0,27.3037,25.1707,72.5672,0,7.35505,5794.51,0.998769,95.2122,113.471,74.4741,0.044292,13.9535,129.354,527.298,0.945479,37.402,4872.67,71.7793,0,0.000802168,106.486,0
28,0,0,0,0,0,27.3037,25.1707,72.5672,0,7.35505,5794.51,0.998769,95.2122,113.471,74.4741,0.044292,13.9535,129.354,527.298,0.945479,37.402,4872.67,71.7793,0,0.000802168,106.486,0
29,0,0,0,0,0,27.2833,25.1738,72.604,0,7.35482,5796.23,0.998725,95.2106,113.477,74.479,0.044292,13.9535,106.451,527.298,0.945188,37.402,4872.26,71.8022,0,0.000802164,86.4087,0
29,0,0,0,0,0,27.2833,25.1738,72.604,0,7.35482,5796.23,0.998725,95.2106,113.477,74.479,0.044292,13.9535,106.451,527.298,0.945188,37.402,4872.26,71.8022,0,0.000802164,86.4087,0
30,0,0,0,0,0,27.2551,25.1699,72.5982,0,7.35491,5795.6,0.998681,95.206,113.47,74.4736,0.044292,13.9535,88.1099,527.298,0.94525,37.402,4871.87,71.605,0,0.000802199,71.1157,0
30,0,0,0,0,0,27.2551,25.1699,72.5982,0,7.35491,5795.6,0.998681,95.206,113.47,74.4736,0.044292,13.9535,88.1099,527.298,0.94525,37.402,4871.87,71.605,0,0.000802199,71.1157,0
31,0,0,0,0,0,27.2268,25.1601,72.5564,0,7.35516,5792.27,0.998637,95.2005,113.452,74.4642,0.0443004,13.9535,89.932,527.464,0.945744,37.402,4871.49,71.2606,0,0.000802261,77.3283,0
31,0,0,0,0,0,27.2268,25.1601,72.5564,0,7.35516,5792.27,0.998637,95.2005,113.452,74.4642,0.0443004,13.9535,89.932,527.464,0.945744,37.402,4871.49,71.2606,0,0.000802261,77.3283,0
32,0,0,0,0,0,27.2737,25.1622,72.5805,0,7.35501,5793.11,0.998593,95.1997,113.455,74.4689,0.0443004,13.9535,146.246,527.464,0.945605,37.4021,4871.08,71.4038,0,0.000802246,124.824,0
32,0,0,0,0,0,27.2737,25.1622,72.5805,0,7.35501,5793.11,0.998593,95.1997,113.455,74.4689,0.0443004,13.9535,146.246,527.464,0.945605,37.4021,4871.08,71.4038,0,0.000802246,124.824,0
33,0,0,0,0,0,27.2845,25.1654,72.6193,0,7.35471,5794.91,0.998549,95.1979,113.461,74.4739,0.0443004,13.9535,135.954,527.464,0.945297,37.4022,4870.67,71.7271,0,0.000802199,112.454,0
33,0,0,0,0,0,27.2845,25.1654,72.6193,0,7.35471,5794.91,0.998549,95.1979,113.461,74.4739,0.0443004,13.9535,135.954,527.464,0.945297,37.4022,4870.67,71.7271,0,0.000802199,112.454,0
34,0,0,0,0,0,27.2552,25.1622,72.6201,0,7.35478,5794.66,0.998505,95.1931,113.455,74.4694,0.0443004,13.9535,111.647,527.464,0.945294,37.4023,4870.27,71.8121,0,0.000802193,90.8685,0
34,0,0,0,0,0,27.2552,25.1622,72.6201,0,7.35478,5794.66,0.998505,95.1931,113.455,74.4694,0.0443004,13.9535,111.647,527.464,0.945294,37.4023,4870.27,71.8121,0,0.000802193,90.8685,0
35,0,0,0,0,0,27.2266,25.1552,72.5887,0,7.35502,5792.51,0.998461,95.1885,113.442,74.4603,0.0443004,13.9535,92.3117,527.464,0.945602,37.4023,4869.88,71.665,0,0.000802227,74.5469,1.77E-17
35,0,0,0,0,0,27.2266,25.1552,72.5887,0,7.35502,5792.51,0.998461,95.1885,113.442,74.4603,0.0443004,13.9535,92.3117,527.464,0.945602,37.4023,4869.88,71.665,0,0.000802227,74.5469,1.77E-17
36,0,0,0,0,0,27.2461,25.1518,72.5956,0,7.35514,5791.84,0.998417,95.1854,113.437,74.4619,0.0443111,14.0187,76.6532,527.638,0.945687,37.4022,4869.49,71.3319,0,0.000802299,61.9474,0
36,0,0,0,0,0,27.2461,25.1518,72.5956,0,7.35514,5791.84,0.998417,95.1854,113.437,74.4619,0.0443111,14.0187,76.6532,527.638,0.945687,37.4022,4869.49,71.3319,0,0.000802299,61.9474,0
37,0,0,0,0,0,27.2862,25.1562,72.6349,0,7.3547,5793.66,0.998373,95.1834,113.443,74.4671,0.0443111,14.0187,140.504,527.638,0.945376,37.4022,4869.09,71.315,0,0.000802328,120.895,0
37,0,0,0,0,0,27.2862,25.1562,72.6349,0,7.3547,5793.66,0.998373,95.1834,113.443,74.4671,0.0443111,14.0187,140.504,527.638,0.945376,37.4022,4869.09,71.315,0,0.000802328,120.895,0
38,0,0,0,0,0,27.2551,25.1537,72.6408,0,7.3547,5793.71,0.998329,95.1786,113.439,74.4634,0.0443111,14.0187,142.871,527.638,0.945322,37.4024,4868.68,71.6543,0,0.000802291,119.028,3.54E-17
38,0,0,0,0,0,27.2551,25.1537,72.6408,0,7.3547,5793.71,0.998329,95.1786,113.439,74.4634,0.0443111,14.0187,142.871,527.638,0.945322,37.4024,4868.68,71.6543,0,0.000802291,119.028,3.54E-17
39,0,0,0,0,0,27.2252,25.1463,72.6096,0,7.35496,5791.62,0.998285,95.1734,113.425,74.4536,0.0443111,14.0187,117.133,527.638,0.945616,37.4024,4868.28,71.805,0,0.000802283,95.6392,0
39,0,0,0,0,0,27.2252,25.1463,72.6096,0,7.35496,5791.62,0.998285,95.1734,113.425,74.4536,0.0443111,14.0187,117.133,527.638,0.945616,37.4024,4868.28,71.805,0,0.000802283,95.6392,0
40,0,0,0,0,0,27.2234,25.1422,72.5926,0,7.35513,5790.15,0.998242,95.1707,113.417,74.4502,0.0443268,14.0187,96.7223,531.382,0.945832,37.4024,4867.88,71.7108,0,0.000802321,78.188,0
40,0,0,0,0,0,27.2234,25.1422,72.5926,0,7.35513,5790.15,0.998242,95.1707,113.417,74.4502,0.0443268,14.0187,96.7223,531.382,0.945832,37.4024,4867.88,71.7108,0,0.000802321,78.188,0
41,0,0,0,0,0,27.2827,25.1429,72.6101,0,7.35496,5790.61,0.998198,95.1692,113.418,74.4533,0.0443268,14.0187,80.194,531.382,0.945744,37.4023,4867.5,71.4199,0,0.000802402,64.7096,-3.54E-17
41,0,0,0,0,0,27.2827,25.1429,72.6101,0,7.35496,5790.61,0.998198,95.1692,113.418,74.4533,0.0443268,14.0187,80.194,531.382,0.945744,37.4023,4867.5,71.4199,0,0.000802402,64.7096,-3.54E-17
42,0,0,0,0,0,27.2541,25.1438,72.6613,0,7.35469,5792.83,0.998154,95.1615,113.42,74.4551,0.0443268,14.0187,129.163,531.382,0.945313,37.4023,4867.11,71.242,0,0.000802474,112.1,0
42,0,0,0,0,0,27.2541,25.1438,72.6613,0,7.35469,5792.83,0.998154,95.1615,113.42,74.4551,0.0443268,14.0187,129.163,531.382,0.945313,37.4023,4867.11,71.242,0,0.000802474,112.1,0
43,0,0,0,0,0,27.2227,25.136,72.6317,0,7.35496,5790.86,0.99811,95.1554,113.406,74.4445,0.0443268,14.0187,147.185,531.382,0.945576,37.4024,4866.69,71.5606,0,0.000802455,123.926,-3.54E-17
43,0,0,0,0,0,27.2227,25.136,72.6317,0,7.35496,5790.86,0.99811,95.1554,113.406,74.4445,0.0443268,14.0187,147.185,531.382,0.945576,37.4024,4866.69,71.5606,0,0.000802455,123.926,-3.54E-17
44,0,0,0,0,0,27.2046,25.1313,72.6124,0,7.35517,5789.31,0.998066,95.1518,113.397,74.4397,0.0443232,14.0187,122.924,531.552,0.945796,37.4025,4866.29,71.7787,0,0.000802451,100.744,0
44,0,0,0,0,0,27.2046,25.1313,72.6124,0,7.35517,5789.31,0.998066,95.1518,113.397,74.4397,0.0443232,14.0187,122.924,531.552,0.945796,37.4025,4866.29,71.7787,0,0.000802451,100.744,0
45,0,0,0,0,0,27.2593,25.1313,72.6274,0,7.35506,5789.65,0.998022,95.1495,113.396,74.4417,0.0443232,14.0187,101.35,531.552,0.94572,37.4025,4865.89,71.74,0,0.000802497,82.0606,-1.77E-17
45,0,0,0,0,0,27.2593,25.1313,72.6274,0,7.35506,5789.65,0.998022,95.1495,113.396,74.4417,0.0443232,14.0187,101.35,531.552,0.94572,37.4025,4865.89,71.74,0,0.000802497,82.0606,-1.77E-17
46,0,0,0,0,0,27.2535,25.1341,72.6674,0,7.35476,5791.52,0.997978,95.1466,113.401,74.4462,0.0443232,14.0187,83.9695,531.552,0.94539,37.4024,4865.5,71.4929,0,0.00080259,67.7385,0
46,0,0,0,0,0,27.2535,25.1341,72.6674,0,7.35476,5791.52,0.997978,95.1466,113.401,74.4462,0.0443232,14.0187,83.9695,531.552,0.94539,37.4024,4865.5,71.4929,0,0.00080259,67.7385,0
47,0,0,0,0,0,27.2192,25.1246,72.6569,0,7.35486,5790.46,0.997934,95.1341,113.384,74.4323,0.0443232,14.0187,111.276,531.552,0.945444,37.4023,4865.12,71.1988,0,0.000802696,97.0588,1.77E-17
47,0,0,0,0,0,27.2192,25.1246,72.6569,0,7.35486,5790.46,0.997934,95.1341,113.384,74.4323,0.0443232,14.0187,111.276,531.552,0.945444,37.4023,4865.12,71.1988,0,0.000802696,97.0588,1.77E-17
48,0,0,0,0,0,27.1924,25.1193,72.6356,0,7.3552,5788.85,0.99789,95.1299,113.374,74.4263,0.0443266,14.0187,147.878,531.728,0.945667,37.4024,4864.71,71.4532,0,0.000802705,125.331,0
48,0,0,0,0,0,27.1924,25.1193,72.6356,0,7.3552,5788.85,0.99789,95.1299,113.374,74.4263,0.0443266,14.0187,147.878,531.728,0.945667,37.4024,4864.71,71.4532,0,0.000802705,125.331,0
49,0,0,0,0,0,27.2283,25.1189,72.6477,0,7.35514,5789.06,0.997846,95.1271,113.373,74.4274,0.0443266,14.0187,129.062,531.728,0.945607,37.4024,4864.3,71.7305,0,0.000802709,106.225,0
49,0,0,0,0,0,27.2283,25.1189,72.6477,0,7.35514,5789.06,0.997846,95.1271,113.373,74.4274,0.0443266,14.0187,129.062,531.728,0.945607,37.4024,4864.3,71.7305,0,0.000802709,106.225,0
50,0,0,0,0,0,27.2511,25.1216,72.6872,0,7.35484,5790.91,0.997803,95.124,113.377,74.4316,0.0443266,14.0187,106.224,531.728,0.945277,37.4024,4863.9,71.7496,0,0.000802765,86.2036,0
50,0,0,0,0,0,27.2511,25.1216,72.6872,0,7.35484,5790.91,0.997803,95.124,113.377,74.4316,0.0443266,14.0187,106.224,531.728,0.945277,37.4024,4863.9,71.7496,0,0.000802765,86.2036,0
51,0,0,0,0,0,27.2229,25.1209,72.7093,0,7.3548,5791.95,0.997759,95.1182,113.376,74.4297,0.0443266,14.0187,87.9333,531.728,0.945054,37.4023,4863.51,71.5485,0,0.000802865,70.963,1.77E-17
51,0,0,0,0,0,27.2229,25.1209,72.7093,0,7.3548,5791.95,0.997759,95.1182,113.376,74.4297,0.0443266,14.0187,87.9333,531.728,0.945054,37.4023,4863.51,71.5485,0,0.000802865,70.963,1.77E-17
52,0,0,0,0,0,27.1874,25.107,72.6603,0,7.35507,5788.67,0.997715,95.1068,113.351,74.4114,0.0443266,14.0187,89.8225,531.728,0.945479,37.4022,4863.13,71.2002,0,0.000802993,77.2405,-1.77E-17
52,0,0,0,0,0,27.1874,25.107,72.6603,0,7.35507,5788.67,0.997715,95.1068,113.351,74.4114,0.0443266,14.0187,89.8225,531.728,0.945479,37.4022,4863.13,71.2002,0,0.000802993,77.2405,-1.77E-17
53,0,0,0,0,0,27.2001,25.1064,72.6692,0,7.35521,5788.73,0.997671,95.1039,113.349,74.412,0.0443333,14.0187,145.99,531.91,0.945444,37.4022,4862.73,71.3397,0,0.00080304,124.606,0
53,0,0,0,0,0,27.2001,25.1064,72.6692,0,7.35521,5788.73,0.997671,95.1039,113.349,74.412,0.0443333,14.0187,145.99,531.91,0.945444,37.4022,4862.73,71.3397,0,0.00080304,124.606,0
54,0,0,0,0,0,27.2494,25.1092,72.7073,0,7.35489,5790.51,0.997627,95.1009,113.353,74.4161,0.0443333,14.0187,135.613,531.91,0.945126,37.4023,4862.32,71.6587,0,0.000803057,112.162,0
54,0,0,0,0,0,27.2494,25.1092,72.7073,0,7.35489,5790.51,0.997627,95.1009,113.353,74.4161,0.0443333,14.0187,135.613,531.91,0.945126,37.4023,4862.32,71.6587,0,0.000803057,112.162,0
55,0,0,0,0,0,27.2195,25.1092,72.7336,0,7.35482,5791.78,0.997583,95.0954,113.353,74.4151,0.0443333,14.0187,111.382,531.91,0.944867,37.4023,4861.92,71.7388,0,0.000803118,90.6519,0
55,0,0,0,0,0,27.2195,25.1092,72.7336,0,7.35482,5791.78,0.997583,95.0954,113.353,74.4151,0.0443333,14.0187,111.382,531.91,0.944867,37.4023,4861.92,71.7388,0,0.000803118,90.6519,0
56,0,0,0,0,0,27.1891,25.102,72.711,0,7.35503,5790.38,0.997539,95.0885,113.34,74.4041,0.0443333,14.0187,92.1064,531.91,0.945029,37.4022,4861.53,71.5869,0,0.000803221,74.3909,0
56,0,0,0,0,0,27.1891,25.102,72.711,0,7.35503,5790.38,0.997539,95.0885,113.34,74.4041,0.0443333,14.0187,92.1064,531.91,0.945029,37.4022,4861.53,71.5869,0,0.000803221,74.3909,0
57,0,0,0,0,0,27.178,25.0959,72.6905,0,7.35526,5788.49,0.997495,95.0811,113.326,74.3965,0.0443396,14.0187,76.5167,532.1,0.945268,37.4021,4861.15,71.2492,0,0.000803361,61.8619,0
57,0,0,0,0,0,27.178,25.0959,72.6905,0,7.35526,5788.49,0.997495,95.0811,113.326,74.3965,0.0443396,14.0187,76.5167,532.1,0.945268,37.4021,4861.15,71.2492,0,0.000803361,61.8619,0
58,0,0,0,0,0,27.2412,25.097,72.7268,0,7.355,5790.16,0.997452,95.0782,113.33,74.4006,0.0443396,14.0187,140.294,532.1,0.944971,37.402,4860.75,71.2286,0,0.000803456,120.728,0
58,0,0,0,0,0,27.2412,25.097,72.7268,0,7.355,5790.16,0.997452,95.0782,113.33,74.4006,0.0443396,14.0187,140.294,532.1,0.944971,37.402,4860.75,71.2286,0,0.000803456,120.728,0
59,0,0,0,0,0,27.2168,25.0977,72.7566,0,7.35483,5791.62,0.997408,95.0731,113.331,74.4006,0.0443396,14.0187,142.503,532.1,0.944684,37.4021,4860.34,71.5635,0,0.000803488,118.708,0
