Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,CTSresistance,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
6,0,0,0,0,0,0.0679863,72.6513,0,7.41624,5905.03,0.999736,92.6861,111.905,71.4589,0.0369163,17.341,75.9259,450.833,0.901799,37.3609,6089.43,68.8905,0,0.000809664,64.9331,0
6,0,0,0,0,0,0.0679863,72.6513,0,7.41624,5905.03,0.999736,92.6861,111.905,71.4589,0.0369163,17.341,75.9259,450.833,0.901799,37.3609,6089.43,68.8905,0,0.000809664,64.9331,0
7,0,0,0,0,0,0.0682073,72.7107,0,7.41644,5909.03,0.999692,92.7032,111.931,71.465,0.0369163,17.341,119.482,450.833,0.901441,37.3609,6086.09,68.4616,0,0.000809679,110.039,0
7,0,0,0,0,0,0.0682073,72.7107,0,7.41644,5909.03,0.999692,92.7032,111.931,71.465,0.0369163,17.341,119.482,450.833,0.901441,37.3609,6086.09,68.4616,0,0.000809679,110.039,0
8,0,0,0,0,0,0.0682866,72.7198,0,7.41658,5910.06,0.999648,92.7245,111.956,71.4818,0.0368829,17.341,145.915,450.821,0.901537,37.361,6082.58,68.5996,0,0.000809627,129.457,0
8,0,0,0,0,0,0.0682866,72.7198,0,7.41658,5910.06,0.999648,92.7245,111.956,71.4818,0.0368829,17.341,145.915,450.821,0.901537,37.361,6082.58,68.5996,0,0.000809627,129.457,0
9,0,0,0,0,0,0.0683565,72.7422,0,7.41658,5911.69,0.999604,92.7466,111.984,71.5044,0.0368829,17.341,122.256,450.821,0.901551,37.3611,6079.09,68.6904,0,0.00080958,105.389,0
9,0,0,0,0,0,0.0683565,72.7422,0,7.41658,5911.69,0.999604,92.7466,111.984,71.5044,0.0368829,17.341,122.256,450.821,0.901551,37.3611,6079.09,68.6904,0,0.00080958,105.389,0
10,0,0,0,0,0,0.0684056,72.7432,0,7.41667,5911.8,0.99956,92.7634,112.003,71.5207,0.0368829,17.341,98.7558,450.821,0.901742,37.3611,6075.68,68.517,0,0.000809567,84.2441,0
10,0,0,0,0,0,0.0684056,72.7432,0,7.41667,5911.8,0.99956,92.7634,112.003,71.5207,0.0368829,17.341,98.7558,450.821,0.901742,37.3611,6075.68,68.517,0,0.000809567,84.2441,0
11,0,0,0,0,0,0.0684409,72.7129,0,7.41683,5909.62,0.999516,92.7742,112.006,71.5277,0.0368622,17.341,80.1374,450.787,0.902217,37.361,6072.35,68.1304,0,0.000809582,68.3535,0
11,0,0,0,0,0,0.0684409,72.7129,0,7.41683,5909.62,0.999516,92.7742,112.006,71.5277,0.0368622,17.341,80.1374,450.787,0.902217,37.361,6072.35,68.1304,0,0.000809582,68.3535,0
12,0,0,0,0,0,0.0685239,72.7029,0,7.41689,5906.67,0.999472,92.7814,112.007,71.5437,0.0368622,17.341,98.3119,450.787,0.902806,37.361,6069.04,67.6548,0,0.000809614,90.7663,0
12,0,0,0,0,0,0.0685239,72.7029,0,7.41689,5906.67,0.999472,92.7814,112.007,71.5437,0.0368622,17.341,98.3119,450.787,0.902806,37.361,6069.04,67.6548,0,0.000809614,90.7663,0
13,0,0,0,0,0,0.0685627,72.71,0,7.41694,5905.39,0.999428,92.7741,111.997,71.5447,0.0368622,17.341,145.727,450.787,0.902959,37.361,6065.55,67.7483,0,0.000809586,130.122,0
13,0,0,0,0,0,0.0685627,72.71,0,7.41694,5905.39,0.999428,92.7741,111.997,71.5447,0.0368622,17.341,145.727,450.787,0.902959,37.361,6065.55,67.7483,0,0.000809586,130.122,0
14,0,0,0,0,0,0.0685959,72.6921,0,7.4171,5902.36,0.999384,92.7599,111.974,71.5347,0.0368622,17.341,129.124,450.787,0.90331,37.3611,6062.04,67.9305,0,0.000809551,111.699,0
14,0,0,0,0,0,0.0685959,72.6921,0,7.4171,5902.36,0.999384,92.7599,111.974,71.5347,0.0368622,17.341,129.124,450.787,0.90331,37.3611,6062.04,67.9305,0,0.000809551,111.699,0
15,0,0,0,0,0,0.0686372,72.6871,0,7.4172,5899.73,0.99934,92.7425,111.948,71.525,0.0368419,17.341,104.066,450.733,0.903564,37.3611,6058.62,67.8492,0,0.00080955,88.8394,-1.41E-17
15,0,0,0,0,0,0.0686372,72.6871,0,7.4172,5899.73,0.99934,92.7425,111.948,71.525,0.0368419,17.341,104.066,450.733,0.903564,37.3611,6058.62,67.8492,0,0.00080955,88.8394,-1.41E-17
16,0,0,0,0,0,0.0686912,72.7141,0,7.41716,5898.78,0.999296,92.7224,111.927,71.5182,0.0368419,17.341,84.3347,450.733,0.903533,37.361,6055.27,67.5348,0,0.000809583,71.8135,0
16,0,0,0,0,0,0.0686912,72.7141,0,7.41716,5898.78,0.999296,92.7224,111.927,71.5182,0.0368419,17.341,84.3347,450.733,0.903533,37.361,6055.27,67.5348,0,0.000809583,71.8135,0
17,0,0,0,0,0,0.068743,72.7492,0,7.41722,5895.68,0.999252,92.669,111.866,71.4871,0.0368419,17.341,77.0289,450.733,0.903523,37.3609,6051.98,67.0477,0,0.000809645,68.9914,1.41E-17
17,0,0,0,0,0,0.068743,72.7492,0,7.41722,5895.68,0.999252,92.669,111.866,71.4871,0.0368419,17.341,77.0289,450.733,0.903523,37.3609,6051.98,67.0477,0,0.000809645,68.9914,1.41E-17
18,0,0,0,0,0,0.0688409,72.7594,0,7.41744,5893.57,0.999208,92.6405,111.831,71.4684,0.0368187,17.341,142.236,450.657,0.903585,37.3609,6048.54,67.011,0,0.000809664,127.95,0
18,0,0,0,0,0,0.0688409,72.7594,0,7.41744,5893.57,0.999208,92.6405,111.831,71.4684,0.0368187,17.341,142.236,450.657,0.903585,37.3609,6048.54,67.011,0,0.000809664,127.95,0
19,0,0,0,0,0,0.0689053,72.7989,0,7.41743,5893.11,0.999164,92.6124,111.803,71.4551,0.0368187,17.341,136.104,450.657,0.903398,37.3609,6045.03,67.236,0,0.000809656,118.19,0
19,0,0,0,0,0,0.0689053,72.7989,0,7.41743,5893.11,0.999164,92.6124,111.803,71.4551,0.0368187,17.341,136.104,450.657,0.903398,37.3609,6045.03,67.236,0,0.000809656,118.19,0
20,0,0,0,0,0,0.0689681,72.8458,0,7.41747,5893.17,0.99912,92.5826,111.776,71.4409,0.0368187,17.341,109.472,450.657,0.903113,37.3608,6041.59,67.2266,0,0.000809682,93.5562,0
20,0,0,0,0,0,0.0689681,72.8458,0,7.41747,5893.17,0.99912,92.5826,111.776,71.4409,0.0368187,17.341,109.472,450.657,0.903113,37.3608,6041.59,67.2266,0,0.000809682,93.5562,0
21,0,0,0,0,0,0.0690219,72.8613,0,7.41761,5891.55,0.999076,92.5509,111.739,71.4182,0.0367922,17.341,88.6367,450.562,0.903069,37.3607,6038.24,66.9692,0,0.000809745,75.3733,-1.41E-17
21,0,0,0,0,0,0.0690219,72.8613,0,7.41761,5891.55,0.999076,92.5509,111.739,71.4182,0.0367922,17.341,88.6367,450.562,0.903069,37.3607,6038.24,66.9692,0,0.000809745,75.3733,-1.41E-17
22,0,0,0,0,0,0.0690787,72.8762,0,7.41772,5889.85,0.999032,92.521,111.704,71.3975,0.0367922,17.341,71.9933,450.562,0.903052,37.3606,6034.94,66.5165,0,0.00080984,61.5287,1.41E-17
22,0,0,0,0,0,0.0690787,72.8762,0,7.41772,5889.85,0.999032,92.521,111.704,71.3975,0.0367922,17.341,71.9933,450.562,0.903052,37.3606,6034.94,66.5165,0,0.00080984,61.5287,1.41E-17
23,0,0,0,0,0,0.0692135,72.9688,0,7.41771,5890.1,0.998988,92.464,111.652,71.3699,0.0367922,17.341,134.029,450.562,0.90249,37.3605,6031.57,66.3093,0,0.000809919,121.633,0
23,0,0,0,0,0,0.0692135,72.9688,0,7.41771,5890.1,0.998988,92.464,111.652,71.3699,0.0367922,17.341,134.029,450.562,0.90249,37.3605,6031.57,66.3093,0,0.000809919,121.633,0
24,0,0,0,0,0,0.0692694,72.9885,0,7.41786,5888.94,0.998944,92.4338,111.619,71.3484,0.0367922,17.341,142.832,450.562,0.90239,37.3604,6028.06,66.5403,0,0.000809952,125.222,0
24,0,0,0,0,0,0.0692694,72.9885,0,7.41786,5888.94,0.998944,92.4338,111.619,71.3484,0.0367922,17.341,142.832,450.562,0.90239,37.3604,6028.06,66.5403,0,0.000809952,125.222,0
25,0,0,0,0,0,0.0693256,73.0015,0,7.41799,5887.37,0.998901,92.4055,111.585,71.328,0.0367617,17.341,115.186,450.446,0.902371,37.3603,6024.61,66.6039,0,0.000810012,98.5863,0
25,0,0,0,0,0,0.0693256,73.0015,0,7.41799,5887.37,0.998901,92.4055,111.585,71.328,0.0367617,17.341,115.186,450.446,0.902371,37.3603,6024.61,66.6039,0,0.000810012,98.5863,0
26,0,0,0,0,0,0.069392,73.0383,0,7.41799,5887.05,0.998857,92.379,111.56,71.3142,0.0367617,17.341,93.1551,450.446,0.902178,37.3602,6021.24,66.4062,0,0.000810113,79.1376,0
26,0,0,0,0,0,0.069392,73.0383,0,7.41799,5887.05,0.998857,92.379,111.56,71.3142,0.0367617,17.341,93.1551,450.446,0.902178,37.3602,6021.24,66.4062,0,0.000810113,79.1376,0
27,0,0,0,0,0,0.0694594,73.0902,0,7.41799,5887.64,0.998813,92.3519,111.538,71.3025,0.0367617,17.341,75.6369,450.446,0.90184,37.36,6017.94,66.002,0,0.00081025,64.4384,1.41E-17
27,0,0,0,0,0,0.0694594,73.0902,0,7.41799,5887.64,0.998813,92.3519,111.538,71.3025,0.0367617,17.341,75.6369,450.446,0.90184,37.36,6017.94,66.002,0,0.00081025,64.4384,1.41E-17
28,0,0,0,0,0,0.0695691,73.122,0,7.41819,5885.13,0.998769,92.296,111.474,71.2621,0.0367279,17.341,119.319,450.311,0.901712,37.3598,6014.62,65.6489,0,0.000810395,109.323,0
28,0,0,0,0,0,0.0695691,73.122,0,7.41819,5885.13,0.998769,92.296,111.474,71.2621,0.0367279,17.341,119.319,450.311,0.901712,37.3598,6014.62,65.6489,0,0.000810395,109.323,0
29,0,0,0,0,0,0.0696329,73.1538,0,7.41827,5884.61,0.998725,92.2704,111.449,71.2484,0.0367279,17.341,145.221,450.311,0.901561,37.3597,6011.14,65.8477,0,0.000810484,128.138,0
29,0,0,0,0,0,0.0696329,73.1538,0,7.41827,5884.61,0.998725,92.2704,111.449,71.2484,0.0367279,17.341,145.221,450.311,0.901561,37.3597,6011.14,65.8477,0,0.000810484,128.138,0
30,0,0,0,0,0,0.0692803,73.2049,0,7.41827,5885.15,0.998681,92.7511,111.428,71.2374,0.0367279,17.341,118.482,450.311,0.906396,37.3595,6007.65,66.0771,0,0.000810577,101.503,0
30,0,0,0,0,0,0.0692803,73.2049,0,7.41827,5885.15,0.998681,92.7511,111.428,71.2374,0.0367279,17.341,118.482,450.311,0.906396,37.3595,6007.65,66.0771,0,0.000810577,101.503,0
31,0,0,0,0,0,0.0690035,73.2296,0,7.41838,5847.05,0.998637,93.1297,111.851,72.0489,0.0367279,17.341,93.2814,450.311,0.916196,37.3594,6004.25,66.0084,0,0.000810719,79.3124,0
31,0,0,0,0,0,0.0690035,73.2296,0,7.41838,5847.05,0.998637,93.1297,111.851,72.0489,0.0367279,17.341,93.2814,450.311,0.916196,37.3594,6004.25,66.0084,0,0.000810719,79.3124,0
32,0,0,0,0,0,0.0689581,73.2375,0,7.41852,5829.45,0.998593,93.177,111.893,72.2349,0.0366938,17.341,73.9693,450.155,0.919457,37.3591,6000.94,65.6754,0,0.000810912,63.0444,0
32,0,0,0,0,0,0.0689581,73.2375,0,7.41852,5829.45,0.998593,93.177,111.893,72.2349,0.0366938,17.341,73.9693,450.155,0.919457,37.3591,6000.94,65.6754,0,0.000810912,63.0444,0
33,0,0,0,0,0,0.069782,73.0194,0,7.41853,5828.13,0.998549,92.0968,111.16,71.324,0.0366938,17.341,126.731,450.155,0.908588,37.3589,5997.61,65.3869,0,0.000811117,115.407,0
33,0,0,0,0,0,0.069782,73.0194,0,7.41853,5828.13,0.998549,92.0968,111.16,71.324,0.0366938,17.341,126.731,450.155,0.908588,37.3589,5997.61,65.3869,0,0.000811117,115.407,0
34,0,0,0,0,0,0.0699727,73.0098,0,7.41862,5831.1,0.998505,91.9078,110.935,71.0494,0.0366938,17.341,143.576,450.155,0.906207,37.3587,5994.13,65.57,0,0.000811273,126.06,0
34,0,0,0,0,0,0.0699727,73.0098,0,7.41862,5831.1,0.998505,91.9078,110.935,71.0494,0.0366938,17.341,143.576,450.155,0.906207,37.3587,5994.13,65.57,0,0.000811273,126.06,0
35,0,0,0,0,0,0.0697211,73.2096,0,7.41877,5842.26,0.998461,92.3293,110.887,70.9778,0.0366528,17.341,114.628,449.979,0.908821,37.3585,5990.67,65.715,0,0.00081144,97.8524,0
35,0,0,0,0,0,0.0697211,73.2096,0,7.41877,5842.26,0.998461,92.3293,110.887,70.9778,0.0366528,17.341,114.628,449.979,0.908821,37.3585,5990.67,65.715,0,0.00081144,97.8524,0
36,0,0,0,0,0,0.0695429,73.4234,0,7.41883,5816.91,0.998417,92.6853,111.336,71.7746,0.0366528,17.341,90.3441,449.979,0.91647,37.3582,5987.3,65.5685,0,0.000811653,76.6341,0
36,0,0,0,0,0,0.0695429,73.4234,0,7.41883,5816.91,0.998417,92.6853,111.336,71.7746,0.0366528,17.341,90.3441,449.979,0.91647,37.3582,5987.3,65.5685,0,0.000811653,76.6341,0
37,0,0,0,0,0,0.0695583,73.5248,0,7.41879,5799.74,0.998373,92.7089,111.349,71.9684,0.0366528,17.341,72.3588,449.979,0.919459,37.3579,5984.01,65.1727,0,0.000811915,62.0849,0
37,0,0,0,0,0,0.0695583,73.5248,0,7.41879,5799.74,0.998373,92.7089,111.349,71.9684,0.0366528,17.341,72.3588,449.979,0.919459,37.3579,5984.01,65.1727,0,0.000811915,62.0849,0
38,0,0,0,0,0,0.0696694,73.4246,0,7.41899,5782.68,0.998329,92.6234,111.227,71.9132,0.0366528,17.341,141.173,449.979,0.9213,37.3576,5980.6,65.1733,0,0.000812149,126.406,0
38,0,0,0,0,0,0.0696694,73.4246,0,7.41899,5782.68,0.998329,92.6234,111.227,71.9132,0.0366528,17.341,141.173,449.979,0.9213,37.3576,5980.6,65.1733,0,0.000812149,126.406,0
39,0,0,0,0,0,0.0697569,73.3941,0,7.41911,5772.92,0.998285,92.5409,111.112,71.8522,0.0366258,17.341,130.624,449.782,0.922014,37.3574,5977.09,65.4851,0,0.000812355,112.618,0
39,0,0,0,0,0,0.0697569,73.3941,0,7.41911,5772.92,0.998285,92.5409,111.112,71.8522,0.0366258,17.341,130.624,449.782,0.922014,37.3574,5977.09,65.4851,0,0.000812355,112.618,0
40,0,0,0,0,0,0.0698713,73.4429,0,7.41908,5767.59,0.998242,92.4595,111.019,71.8059,0.0366258,17.341,102.49,449.782,0.922034,37.3571,5973.68,65.4784,0,0.000812611,87.0492,0
40,0,0,0,0,0,0.0698713,73.4429,0,7.41908,5767.59,0.998242,92.4595,111.019,71.8059,0.0366258,17.341,102.49,449.782,0.922034,37.3571,5973.68,65.4784,0,0.000812611,87.0492,0
41,0,0,0,0,0,0.069984,73.5236,0,7.4191,5767.28,0.998198,92.3892,110.934,71.7581,0.0366258,17.341,80.9787,449.782,0.921371,37.3567,5970.37,65.1712,0,0.00081292,68.6815,1.41E-17
41,0,0,0,0,0,0.069984,73.5236,0,7.4191,5767.28,0.998198,92.3892,110.934,71.7581,0.0366258,17.341,80.9787,449.782,0.921371,37.3567,5970.37,65.1712,0,0.00081292,68.6815,1.41E-17
42,0,0,0,0,0,0.070201,73.6478,0,7.41928,5764.59,0.998154,92.2659,110.781,71.6771,0.0366018,17.341,108.949,449.563,0.920557,37.3563,5967.08,64.767,0,0.00081326,99.723,0
42,0,0,0,0,0,0.070201,73.6478,0,7.41928,5764.59,0.998154,92.2659,110.781,71.6771,0.0366018,17.341,108.949,449.563,0.920557,37.3563,5967.08,64.767,0,0.00081326,99.723,0
43,0,0,0,0,0,0.0703165,73.7348,0,7.41934,5766.01,0.99811,92.2192,110.724,71.6497,0.0366018,17.341,143.84,449.563,0.919869,37.356,5963.6,64.9985,0,0.000813534,126.378,2.81E-17
43,0,0,0,0,0,0.0703165,73.7348,0,7.41934,5766.01,0.99811,92.2192,110.724,71.6497,0.0366018,17.341,143.84,449.563,0.919869,37.356,5963.6,64.9985,0,0.000813534,126.378,2.81E-17
44,0,0,0,0,0,0.0704254,73.8285,0,7.41934,5768.4,0.998066,92.1808,110.679,71.6304,0.0366018,17.341,116.637,449.563,0.919112,37.3557,5960.15,65.159,0,0.000813826,99.4572,0
44,0,0,0,0,0,0.0704254,73.8285,0,7.41934,5768.4,0.998066,92.1808,110.679,71.6304,0.0366018,17.341,116.637,449.563,0.919112,37.3557,5960.15,65.159,0,0.000813826,99.4572,0
45,0,0,0,0,0,0.0705213,73.8855,0,7.41945,5768.27,0.998022,92.1428,110.633,71.6088,0.0366018,17.341,91.9434,449.563,0.918763,37.3553,5956.79,64.9858,0,0.000814176,77.7358,-1.41E-17
45,0,0,0,0,0,0.0705213,73.8855,0,7.41945,5768.27,0.998022,92.1428,110.633,71.6088,0.0366018,17.341,91.9434,449.563,0.918763,37.3553,5956.79,64.9858,0,0.000814176,77.7358,-1.41E-17
46,0,0,0,0,0,0.0706139,73.927,0,7.41956,5767.37,0.997978,92.1076,110.588,71.5871,0.0365736,17.341,72.8238,449.325,0.918566,37.3548,5953.52,64.5539,0,0.000814576,61.8468,0
46,0,0,0,0,0,0.0706139,73.927,0,7.41956,5767.37,0.997978,92.1076,110.588,71.5871,0.0365736,17.341,72.8238,449.325,0.918566,37.3548,5953.52,64.5539,0,0.000814576,61.8468,0
47,0,0,0,0,0,0.0708005,74.055,0,7.41955,5770.12,0.997934,92.0572,110.527,71.5633,0.0365736,17.341,137.43,449.325,0.917659,37.3544,5950.16,64.4163,0,0.000814959,123.019,0
47,0,0,0,0,0,0.0708005,74.055,0,7.41955,5770.12,0.997934,92.0572,110.527,71.5633,0.0365736,17.341,137.43,449.325,0.917659,37.3544,5950.16,64.4163,0,0.000814959,123.019,0
48,0,0,0,0,0,0.0708779,74.0962,0,7.41964,5770,0.99789,92.0332,110.498,71.5517,0.0365736,17.341,133.336,449.325,0.917458,37.354,5946.67,64.697,0,0.000815302,114.689,0
48,0,0,0,0,0,0.0708779,74.0962,0,7.41964,5770,0.99789,92.0332,110.498,71.5517,0.0365736,17.341,133.336,449.325,0.917458,37.354,5946.67,64.697,0,0.000815302,114.689,0
49,0,0,0,0,0,0.0709506,74.1152,0,7.41977,5768.35,0.997846,92.0078,110.465,71.5362,0.0365421,17.341,104.644,449.07,0.917484,37.3535,5943.27,64.6962,0,0.000815694,88.5733,0
49,0,0,0,0,0,0.0709506,74.1152,0,7.41977,5768.35,0.997846,92.0078,110.465,71.5362,0.0365421,17.341,104.644,449.07,0.917484,37.3535,5943.27,64.6962,0,0.000815694,88.5733,0
50,0,0,0,0,0,0.0710273,74.1482,0,7.41978,5767.93,0.997803,91.9857,110.436,71.5241,0.0365421,17.341,82.7397,449.07,0.917348,37.353,5939.96,64.3992,0,0.000816143,69.8696,0
50,0,0,0,0,0,0.0710273,74.1482,0,7.41978,5767.93,0.997803,91.9857,110.436,71.5241,0.0365421,17.341,82.7397,449.07,0.917348,37.353,5939.96,64.3992,0,0.000816143,69.8696,0
51,0,0,0,0,0,0.0711708,74.2402,0,7.41974,5769.28,0.997759,91.9477,110.391,71.5091,0.0365421,17.341,98.0045,449.07,0.916796,37.3524,5936.7,63.9516,0,0.000816634,89.399,0
51,0,0,0,0,0,0.0711708,74.2402,0,7.41974,5769.28,0.997759,91.9477,110.391,71.5091,0.0365421,17.341,98.0045,449.07,0.916796,37.3524,5936.7,63.9516,0,0.000816634,89.399,0
52,0,0,0,0,0,0.0712317,74.2502,0,7.41991,5767.24,0.997715,91.9237,110.36,71.4943,0.0365421,17.341,143.72,449.07,0.916899,37.3519,5933.25,64.1296,0,0.000817063,126.221,0
52,0,0,0,0,0,0.0712317,74.2502,0,7.41991,5767.24,0.997715,91.9237,110.36,71.4943,0.0365421,17.341,143.72,449.07,0.916899,37.3519,5933.25,64.1296,0,0.000817063,126.221,0
53,0,0,0,0,0,0.0712974,74.271,0,7.41997,5766.07,0.997671,91.9011,110.331,71.4809,0.0365168,17.341,119.345,448.795,0.916878,37.3515,5929.79,64.3195,0,0.000817503,101.579,0
53,0,0,0,0,0,0.0712974,74.271,0,7.41997,5766.07,0.997671,91.9011,110.331,71.4809,0.0365168,17.341,119.345,448.795,0.916878,37.3515,5929.79,64.3195,0,0.000817503,101.579,0
54,0,0,0,0,0,0.0713682,74.3178,0,7.41989,5766.9,0.997627,91.8822,110.308,71.4729,0.0365168,17.341,94.0746,448.795,0.916577,37.3509,5926.44,64.1788,0,0.000818004,79.312,0
54,0,0,0,0,0,0.0713682,74.3178,0,7.41989,5766.9,0.997627,91.8822,110.308,71.4729,0.0365168,17.341,94.0746,448.795,0.916577,37.3509,5926.44,64.1788,0,0.000818004,79.312,0
55,0,0,0,0,0,0.0714307,74.3602,0,7.41989,5767.36,0.997583,91.8623,110.285,71.4648,0.0365168,17.341,74.5271,448.795,0.916325,37.3502,5923.18,63.775,0,0.000818562,63.065,0
55,0,0,0,0,0,0.0714307,74.3602,0,7.41989,5767.36,0.997583,91.8623,110.285,71.4648,0.0365168,17.341,74.5271,448.795,0.916325,37.3502,5923.18,63.775,0,0.000818562,63.065,0
56,0,0,0,0,0,0.071547,74.386,0,7.42008,5763.88,0.997539,91.8135,110.223,71.4343,0.0365017,17.4419,132.672,448.495,0.916428,37.3496,5919.85,63.5569,0,0.00081912,119.018,0
56,0,0,0,0,0,0.071547,74.386,0,7.42008,5763.88,0.997539,91.8135,110.223,71.4343,0.0365017,17.4419,132.672,448.495,0.916428,37.3496,5919.85,63.5569,0,0.00081912,119.018,0
57,0,0,0,0,0,0.0716144,74.4279,0,7.42005,5764.35,0.997495,91.793,110.198,71.4243,0.0365017,17.4419,136.515,448.495,0.916166,37.349,5916.37,63.8424,0,0.000819627,117.419,0
57,0,0,0,0,0,0.0716144,74.4279,0,7.42005,5764.35,0.997495,91.793,110.198,71.4243,0.0365017,17.4419,136.515,448.495,0.916166,37.349,5916.37,63.8424,0,0.000819627,117.419,0
58,0,0,0,0,0,0.0716766,74.4756,0,7.42003,5765.24,0.997452,91.7729,110.176,71.4162,0.0365017,17.4419,107.09,448.495,0.915844,37.3484,5912.97,63.8803,0,0.000820182,90.4988,0
58,0,0,0,0,0,0.0716766,74.4756,0,7.42003,5765.24,0.997452,91.7729,110.176,71.4162,0.0365017,17.4419,107.09,448.495,0.915844,37.3484,5912.97,63.8803,0,0.000820182,90.4988,0
59,0,0,0,0,0,0.0717307,74.4902,0,7.42011,5763.66,0.997408,91.7483,110.145,71.4011,0.0364953,17.4419,84.6571,451.438,0.915867,37.3477,5909.67,63.6143,0,0.0008208,71.3046,0
59,0,0,0,0,0,0.0717307,74.4902,0,7.42011,5763.66,0.997408,91.7483,110.145,71.4011,0.0364953,17.4419,84.6571,451.438,0.915867,37.3477,5909.67,63.6143,0,0.0008208,71.3046,0
60,0,0,0,0,0,0.0718524,74.5389,0,7.42019,5762.02,0.997364,91.7015,110.087,71.3732,0.0364953,17.4419,86.8254,451.438,0.915696,37.3469,5906.42,63.1511,0,0.000821468,78.4567,0
60,0,0,0,0,0,0.0718524,74.5389,0,7.42019,5762.02,0.997364,91.7015,110.087,71.3732,0.0364953,17.4419,86.8254,451.438,0.915696,37.3469,5906.42,63.1511,0,0.000821468,78.4567,0
61,0,0,0,0,0,0.0719155,74.59,0,7.42017,5763.19,0.99732,91.6813,110.065,71.3651,0.0364953,17.4419,143.091,451.438,0.915329,37.3462,5903,63.2698,0,0.000822081,125.778,0
61,0,0,0,0,0,0.0719155,74.59,0,7.42017,5763.19,0.99732,91.6813,110.065,71.3651,0.0364953,17.4419,143.091,451.438,0.915329,37.3462,5903,63.2698,0,0.000822081,125.778,0
62,0,0,0,0,0,0.0719693,74.6109,0,7.42026,5762.1,0.997276,91.6571,110.035,71.3508,0.0364953,17.4419,122.158,451.438,0.915277,37.3456,5899.55,63.4892,0,0.000822695,103.909,0
