Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,CTSresistance,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
6,0,0,0,0,0,0.0688236,73.7343,0,7.35614,5872.73,0.999736,93.8384,114.435,71.3482,0.0419479,18.9873,90.469,385.609,0.918158,37.8217,4003.36,67.8534,0,0.000760833,75.5364,0
6,0,0,0,0,0,0.0688236,73.7343,0,7.35614,5872.73,0.999736,93.8384,114.435,71.3482,0.0419479,18.9873,90.469,385.609,0.918158,37.8217,4003.36,67.8534,0,0.000760833,75.5364,0
7,0,0,0,0,0,0.0689095,73.5813,0,7.35594,5839.55,0.999692,93.7091,114.238,71.304,0.0419479,18.9873,71.6769,385.609,0.922104,37.8216,4000.59,67.3655,0,0.000760843,60.5991,0
7,0,0,0,0,0,0.0689095,73.5813,0,7.35594,5839.55,0.999692,93.7091,114.238,71.304,0.0419479,18.9873,71.6769,385.609,0.922104,37.8216,4000.59,67.3655,0,0.000760843,60.5991,0
8,0,0,0,0,0,0.0691363,73.5627,0,7.35581,5829.7,0.999648,93.6289,114.127,71.2507,0.0419479,18.9873,147.72,385.609,0.922864,37.8215,3997.69,67.3191,0,0.000760772,129.324,0
8,0,0,0,0,0,0.0691363,73.5627,0,7.35581,5829.7,0.999648,93.6289,114.127,71.2507,0.0419479,18.9873,147.72,385.609,0.922864,37.8215,3997.69,67.3191,0,0.000760772,129.324,0
9,0,0,0,0,0,0.0692628,73.5843,0,7.35588,5823.23,0.999604,93.5528,114.027,71.2023,0.041982,18.9873,135.29,385.637,0.923133,37.8215,3994.72,67.6082,0,0.000760623,114.471,0
9,0,0,0,0,0,0.0692628,73.5843,0,7.35588,5823.23,0.999604,93.5528,114.027,71.2023,0.041982,18.9873,135.29,385.637,0.923133,37.8215,3994.72,67.6082,0,0.000760623,114.471,0
10,0,0,0,0,0,0.0693978,73.6495,0,7.35566,5821.08,0.99956,93.4883,113.943,71.1631,0.041982,18.9873,103.845,385.637,0.922839,37.8215,3991.83,67.5522,0,0.000760542,86.7169,-2.26E-17
10,0,0,0,0,0,0.0693978,73.6495,0,7.35566,5821.08,0.99956,93.4883,113.943,71.1631,0.041982,18.9873,103.845,385.637,0.922839,37.8215,3991.83,67.5522,0,0.000760542,86.7169,-2.26E-17
11,0,0,0,0,0,0.0695316,73.7407,0,7.35551,5821.51,0.999516,93.4347,113.876,71.1353,0.041982,18.9873,80.4883,385.637,0.922251,37.8213,3989.04,67.1762,0,0.00076053,67.0526,0
11,0,0,0,0,0,0.0695316,73.7407,0,7.35551,5821.51,0.999516,93.4347,113.876,71.1353,0.041982,18.9873,80.4883,385.637,0.922251,37.8213,3989.04,67.1762,0,0.00076053,67.0526,0
12,0,0,0,0,0,0.0697777,73.8738,0,7.35562,5820.14,0.999472,93.3435,113.757,71.0859,0.0420056,18.9873,112.798,385.668,0.921601,37.8211,3986.26,66.7102,0,0.000760544,101.024,0
12,0,0,0,0,0,0.0697777,73.8738,0,7.35562,5820.14,0.999472,93.3435,113.757,71.0859,0.0420056,18.9873,112.798,385.668,0.921601,37.8211,3986.26,66.7102,0,0.000760544,101.024,0
13,0,0,0,0,0,0.0698987,73.9467,0,7.35541,5820.84,0.999428,93.311,113.715,71.071,0.0420056,18.9873,150.622,385.668,0.921192,37.8211,3983.3,66.9372,0,0.000760417,129.519,0
13,0,0,0,0,0,0.0698987,73.9467,0,7.35541,5820.84,0.999428,93.311,113.715,71.071,0.0420056,18.9873,150.622,385.668,0.921192,37.8211,3983.3,66.9372,0,0.000760417,129.519,0
14,0,0,0,0,0,0.0700113,74.0237,0,7.35531,5822.27,0.999384,93.2852,113.682,71.0628,0.0420056,18.9873,119.684,385.668,0.92074,37.821,3980.37,67.0852,0,0.000760305,100.238,0
14,0,0,0,0,0,0.0700113,74.0237,0,7.35531,5822.27,0.999384,93.2852,113.682,71.0628,0.0420056,18.9873,119.684,385.668,0.92074,37.821,3980.37,67.0852,0,0.000760305,100.238,0
15,0,0,0,0,0,0.0701127,74.0697,0,7.35543,5821.54,0.99934,93.2593,113.647,71.052,0.0420192,18.9873,92.4593,385.707,0.920629,37.8208,3977.53,66.8708,0,0.000760269,76.794,-2.26E-17
15,0,0,0,0,0,0.0701127,74.0697,0,7.35543,5821.54,0.99934,93.2593,113.647,71.052,0.0420192,18.9873,92.4593,385.707,0.920629,37.8208,3977.53,66.8708,0,0.000760269,76.794,-2.26E-17
16,0,0,0,0,0,0.0702116,74.1057,0,7.35544,5820.29,0.999296,93.2355,113.614,71.0413,0.0420192,18.9873,71.8989,385.707,0.920622,37.8205,3974.77,66.3818,0,0.000760299,59.8995,0
16,0,0,0,0,0,0.0702116,74.1057,0,7.35544,5820.29,0.999296,93.2355,113.614,71.0413,0.0420192,18.9873,71.8989,385.707,0.920622,37.8205,3974.77,66.3818,0,0.000760299,59.8995,0
17,0,0,0,0,0,0.0704038,74.2079,0,7.35516,5820.54,0.999252,93.1979,113.563,71.0324,0.0420192,18.9873,143.841,385.707,0.920275,37.8204,3971.92,66.2242,0,0.000760277,125.719,0
17,0,0,0,0,0,0.0704038,74.2079,0,7.35516,5820.54,0.999252,93.1979,113.563,71.0324,0.0420192,18.9873,143.841,385.707,0.920275,37.8204,3971.92,66.2242,0,0.000760277,125.719,0
18,0,0,0,0,0,0.0704891,74.2318,0,7.3553,5818.59,0.999208,93.1755,113.531,71.023,0.0420192,18.9873,138.634,385.707,0.920394,37.8203,3968.95,66.5158,0,0.000760159,116.842,0
18,0,0,0,0,0,0.0704891,74.2318,0,7.3553,5818.59,0.999208,93.1755,113.531,71.023,0.0420192,18.9873,138.634,385.707,0.920394,37.8203,3968.95,66.5158,0,0.000760159,116.842,0
19,0,0,0,0,0,0.0705762,74.2553,0,7.35529,5816.6,0.999164,93.1529,113.499,71.0129,0.04202,18.9873,106.429,385.748,0.920513,37.8201,3966.07,66.4975,0,0.000760108,88.4679,0
19,0,0,0,0,0,0.0705762,74.2553,0,7.35529,5816.6,0.999164,93.1529,113.499,71.0129,0.04202,18.9873,106.429,385.748,0.920513,37.8201,3966.07,66.4975,0,0.000760108,88.4679,0
20,0,0,0,0,0,0.0706668,74.2989,0,7.35505,5816.16,0.99912,93.1325,113.471,71.0067,0.04202,18.9873,82.5508,385.748,0.920413,37.8198,3963.28,66.1576,0,0.000760137,68.4049,2.26E-17
20,0,0,0,0,0,0.0706668,74.2989,0,7.35505,5816.16,0.99912,93.1325,113.471,71.0067,0.04202,18.9873,82.5508,385.748,0.920413,37.8198,3963.28,66.1576,0,0.000760137,68.4049,2.26E-17
21,0,0,0,0,0,0.0708324,74.3613,0,7.35511,5813.23,0.999076,93.0845,113.406,70.9873,0.04202,18.9873,100.791,385.748,0.92046,37.8194,3960.52,65.6628,0,0.000760213,90.0113,-2.26E-17
21,0,0,0,0,0,0.0708324,74.3613,0,7.35511,5813.23,0.999076,93.0845,113.406,70.9873,0.04202,18.9873,100.791,385.748,0.92046,37.8194,3960.52,65.6628,0,0.000760213,90.0113,-2.26E-17
22,0,0,0,0,0,0.0709176,74.3872,0,7.35517,5811.33,0.999032,93.0586,113.371,70.9748,0.0420114,18.9873,150.547,385.787,0.920532,37.8193,3957.59,65.8479,0,0.000760155,129.206,0
22,0,0,0,0,0,0.0709176,74.3872,0,7.35517,5811.33,0.999032,93.0586,113.371,70.9748,0.0420114,18.9873,150.547,385.787,0.920532,37.8193,3957.59,65.8479,0,0.000760155,129.206,0
23,0,0,0,0,0,0.0710066,74.4352,0,7.35496,5811.09,0.998988,93.035,113.34,70.9666,0.0420114,18.9873,122.759,385.787,0.920363,37.8191,3954.66,66.0406,0,0.0007601,102.489,0
23,0,0,0,0,0,0.0710066,74.4352,0,7.35496,5811.09,0.998988,93.035,113.34,70.9666,0.0420114,18.9873,122.759,385.787,0.920363,37.8191,3954.66,66.0406,0,0.0007601,102.489,0
24,0,0,0,0,0,0.0710895,74.477,0,7.35503,5810.36,0.998944,93.0095,113.308,70.9568,0.0420114,18.9873,94.8217,385.787,0.920254,37.8188,3951.83,65.8698,0,0.000760129,78.4465,2.26E-17
24,0,0,0,0,0,0.0710895,74.477,0,7.35503,5810.36,0.998944,93.0095,113.308,70.9568,0.0420114,18.9873,94.8217,385.787,0.920254,37.8188,3951.83,65.8698,0,0.000760129,78.4465,2.26E-17
25,0,0,0,0,0,0.0711703,74.4986,0,7.35517,5808.1,0.998901,92.9807,113.269,70.9415,0.0420014,18.9873,73.7654,385.819,0.920352,37.8184,3949.07,65.4164,0,0.000760232,61.1494,0
25,0,0,0,0,0,0.0711703,74.4986,0,7.35517,5808.1,0.998901,92.9807,113.269,70.9415,0.0420014,18.9873,73.7654,385.819,0.920352,37.8184,3949.07,65.4164,0,0.000760232,61.1494,0
26,0,0,0,0,0,0.071345,74.5836,0,7.35497,5806.76,0.998857,92.928,113.201,70.9189,0.0420014,18.9873,138.616,385.819,0.920095,37.8181,3946.25,65.1751,0,0.00076031,121.237,0
26,0,0,0,0,0,0.071345,74.5836,0,7.35497,5806.76,0.998857,92.928,113.201,70.9189,0.0420014,18.9873,138.616,385.819,0.920095,37.8181,3946.25,65.1751,0,0.00076031,121.237,0
27,0,0,0,0,0,0.0714269,74.6237,0,7.35504,5805.93,0.998813,92.9005,113.167,70.9069,0.0420014,18.9873,142.167,385.819,0.91998,37.8179,3943.3,65.4734,0,0.000760279,119.599,0
27,0,0,0,0,0,0.0714269,74.6237,0,7.35504,5805.93,0.998813,92.9005,113.167,70.9069,0.0420014,18.9873,142.167,385.819,0.91998,37.8179,3943.3,65.4734,0,0.000760279,119.599,0
28,0,0,0,0,0,0.0715076,74.6472,0,7.3552,5803.93,0.998769,92.8712,113.128,70.8907,0.0419952,18.9873,109.082,385.839,0.920031,37.8176,3940.42,65.4976,0,0.000760311,90.3993,0
28,0,0,0,0,0,0.0715076,74.6472,0,7.3552,5803.93,0.998769,92.8712,113.128,70.8907,0.0419952,18.9873,109.082,385.839,0.920031,37.8176,3940.42,65.4976,0,0.000760311,90.3993,0
29,0,0,0,0,0,0.0715936,74.6841,0,7.35507,5802.98,0.998725,92.8441,113.093,70.8775,0.0419952,18.9873,84.6065,385.839,0.919939,37.8171,3937.63,65.1919,0,0.000760429,69.8308,2.26E-17
29,0,0,0,0,0,0.0715936,74.6841,0,7.35507,5802.98,0.998725,92.8441,113.093,70.8775,0.0419952,18.9873,84.6065,385.839,0.919939,37.8171,3937.63,65.1919,0,0.000760429,69.8308,2.26E-17
30,0,0,0,0,0,0.0717595,74.7757,0,7.35498,5802.52,0.998681,92.792,113.03,70.8556,0.0419952,18.9873,88.4408,385.839,0.919548,37.8167,3934.89,64.6801,0,0.000760611,78.3098,-2.26E-17
30,0,0,0,0,0,0.0717595,74.7757,0,7.35498,5802.52,0.998681,92.792,113.03,70.8556,0.0419952,18.9873,88.4408,385.839,0.919548,37.8167,3934.89,64.6801,0,0.000760611,78.3098,-2.26E-17
31,0,0,0,0,0,0.0718385,74.7994,0,7.35523,5800.75,0.998637,92.7637,112.993,70.8398,0.0419923,19.1083,149.787,385.834,0.919573,37.8164,3931.99,64.8014,0,0.000760672,128.439,0
31,0,0,0,0,0,0.0718385,74.7994,0,7.35523,5800.75,0.998637,92.7637,112.993,70.8398,0.0419923,19.1083,149.787,385.834,0.919573,37.8164,3931.99,64.8014,0,0.000760672,128.439,0
32,0,0,0,0,0,0.0719229,74.8392,0,7.35509,5800.16,0.998593,92.7377,112.96,70.8276,0.0419923,19.1083,125.825,385.834,0.919434,37.816,3929.06,65.0267,0,0.000760715,104.8,0
32,0,0,0,0,0,0.0719229,74.8392,0,7.35509,5800.16,0.998593,92.7377,112.96,70.8276,0.0419923,19.1083,125.825,385.834,0.919434,37.816,3929.06,65.0267,0,0.000760715,104.8,0
33,0,0,0,0,0,0.0720062,74.8929,0,7.35505,5800.6,0.998549,92.7129,112.932,70.8186,0.0419923,19.1083,97.1512,385.834,0.919145,37.8156,3926.23,64.8927,0,0.00076085,80.1198,-2.26E-17
33,0,0,0,0,0,0.0720062,74.8929,0,7.35505,5800.6,0.998549,92.7129,112.932,70.8186,0.0419923,19.1083,97.1512,385.834,0.919145,37.8156,3926.23,64.8927,0,0.00076085,80.1198,-2.26E-17
34,0,0,0,0,0,0.0720825,74.9233,0,7.35522,5799.38,0.998505,92.6849,112.897,70.8041,0.0419953,19.1083,75.5899,388.589,0.919088,37.8151,3923.48,64.4694,0,0.000761064,62.4095,0
34,0,0,0,0,0,0.0720825,74.9233,0,7.35522,5799.38,0.998505,92.6849,112.897,70.8041,0.0419953,19.1083,75.5899,388.589,0.919088,37.8151,3923.48,64.4694,0,0.000761064,62.4095,0
35,0,0,0,0,0,0.0722436,74.99,0,7.35525,5797.36,0.998461,92.63,112.828,70.7759,0.0419953,19.1083,131.746,388.589,0.918913,37.8146,3920.7,64.1499,0,0.000761279,115.441,0
35,0,0,0,0,0,0.0722436,74.99,0,7.35525,5797.36,0.998461,92.63,112.828,70.7759,0.0419953,19.1083,131.746,388.589,0.918913,37.8146,3920.7,64.1499,0,0.000761279,115.441,0
36,0,0,0,0,0,0.0718581,75.0418,0,7.35524,5797.67,0.998417,93.1489,112.798,70.7656,0.0419953,19.1083,141.847,388.589,0.924252,37.8143,3917.73,64.555,0,0.000761349,118.961,0
36,0,0,0,0,0,0.0718581,75.0418,0,7.35524,5797.67,0.998417,93.1489,112.798,70.7656,0.0419953,19.1083,141.847,388.589,0.924252,37.8143,3917.73,64.555,0,0.000761349,118.961,0
37,0,0,0,0,0,0.0716234,75.068,0,7.35547,5751.12,0.998373,93.4863,113.159,71.6069,0.0419622,19.1083,105.792,388.522,0.935257,37.8139,3914.84,64.6824,0,0.00076149,87.4349,0
37,0,0,0,0,0,0.0716234,75.068,0,7.35547,5751.12,0.998373,93.4863,113.159,71.6069,0.0419622,19.1083,105.792,388.522,0.935257,37.8139,3914.84,64.6824,0,0.00076149,87.4349,0
38,0,0,0,0,0,0.071643,75.0934,0,7.35556,5731.14,0.998329,93.4878,113.14,71.7611,0.0419622,19.1083,79.8624,388.522,0.93854,37.8134,3912.05,64.408,0,0.000761746,65.8824,-2.26E-17
38,0,0,0,0,0,0.071643,75.0934,0,7.35556,5731.14,0.998329,93.4878,113.14,71.7611,0.0419622,19.1083,79.8624,388.522,0.93854,37.8134,3912.05,64.408,0,0.000761746,65.8824,-2.26E-17
39,0,0,0,0,0,0.0726629,74.9319,0,7.35543,5729.63,0.998285,92.2934,112.342,70.6129,0.0419622,19.1083,111.826,388.522,0.926339,37.8128,3909.32,63.9376,0,0.000762074,98.9015,0
39,0,0,0,0,0,0.0726629,74.9319,0,7.35543,5729.63,0.998285,92.2934,112.342,70.6129,0.0419622,19.1083,111.826,388.522,0.926339,37.8128,3909.32,63.9376,0,0.000762074,98.9015,0
40,0,0,0,0,0,0.0728893,74.954,0,7.3557,5735.24,0.998242,92.1117,112.129,70.485,0.0419622,19.1083,148.401,388.522,0.923571,37.8123,3906.41,64.1142,0,0.000762268,125.878,0
40,0,0,0,0,0,0.0728893,74.954,0,7.3557,5735.24,0.998242,92.1117,112.129,70.485,0.0419622,19.1083,148.401,388.522,0.923571,37.8123,3906.41,64.1142,0,0.000762268,125.878,0
41,0,0,0,0,0,0.0725916,75.2111,0,7.35578,5756.1,0.998198,92.616,112.12,70.4351,0.0419195,19.1083,114.641,388.417,0.925507,37.8118,3903.5,64.2912,0,0.00076246,94.6814,-2.26E-17
41,0,0,0,0,0,0.0725916,75.2111,0,7.35578,5756.1,0.998198,92.616,112.12,70.4351,0.0419195,19.1083,114.641,388.417,0.925507,37.8118,3903.5,64.2912,0,0.00076246,94.6814,-2.26E-17
42,0,0,0,0,0,0.0724138,75.4726,0,7.35563,5731.65,0.998154,92.9933,112.567,71.3032,0.0419195,19.1083,86.4011,388.417,0.933427,37.8113,3900.71,64.0825,0,0.000762757,70.996,0
42,0,0,0,0,0,0.0724138,75.4726,0,7.35563,5731.65,0.998154,92.9933,112.567,71.3032,0.0419195,19.1083,86.4011,388.417,0.933427,37.8113,3900.71,64.0825,0,0.000762757,70.996,0
43,0,0,0,0,0,0.0725196,75.5445,0,7.35581,5708.72,0.99811,92.9916,112.543,71.4881,0.0419195,19.1083,100.778,388.417,0.937213,37.8106,3897.97,63.6446,0,0.000763137,89.1269,0
43,0,0,0,0,0,0.0725196,75.5445,0,7.35581,5708.72,0.99811,92.9916,112.543,71.4881,0.0419195,19.1083,100.778,388.417,0.937213,37.8106,3897.97,63.6446,0,0.000763137,89.1269,0
44,0,0,0,0,0,0.0726183,75.4523,0,7.35602,5692.05,0.998066,92.9044,112.412,71.4319,0.0418863,19.1083,148.209,388.269,0.939058,37.8102,3895.04,63.9323,0,0.000763377,125.683,0
44,0,0,0,0,0,0.0726183,75.4523,0,7.35602,5692.05,0.998066,92.9044,112.412,71.4319,0.0418863,19.1083,148.209,388.269,0.939058,37.8102,3895.04,63.9323,0,0.000763377,125.683,0
45,0,0,0,0,0,0.0727415,75.455,0,7.35587,5682.84,0.998022,92.8173,112.296,71.3787,0.0418863,19.1083,114.03,388.269,0.939682,37.8096,3892.14,64.1219,0,0.000763648,94.1346,0
45,0,0,0,0,0,0.0727415,75.455,0,7.35587,5682.84,0.998022,92.8173,112.296,71.3787,0.0418863,19.1083,114.03,388.269,0.939682,37.8096,3892.14,64.1219,0,0.000763648,94.1346,0
46,0,0,0,0,0,0.0728733,75.5114,0,7.35596,5678.04,0.997978,92.7322,112.193,71.3287,0.0418863,19.1083,85.968,388.269,0.939603,37.8089,3889.35,63.8763,0,0.000764035,70.5416,-2.26E-17
46,0,0,0,0,0,0.0728733,75.5114,0,7.35596,5678.04,0.997978,92.7322,112.193,71.3287,0.0418863,19.1083,85.968,388.269,0.939603,37.8089,3889.35,63.8763,0,0.000764035,70.5416,-2.26E-17
47,0,0,0,0,0,0.0731501,75.6612,0,7.35617,5673.46,0.997934,92.5792,112.014,71.2339,0.0418569,19.1083,100.529,388.073,0.938799,37.8082,3886.63,63.3933,0,0.000764498,88.7026,0
47,0,0,0,0,0,0.0731501,75.6612,0,7.35617,5673.46,0.997934,92.5792,112.014,71.2339,0.0418569,19.1083,100.529,388.073,0.938799,37.8082,3886.63,63.3933,0,0.000764498,88.7026,0
48,0,0,0,0,0,0.0732919,75.7701,0,7.35606,5674.8,0.99789,92.5194,111.952,71.2011,0.0418569,19.1083,147.672,388.073,0.93798,37.8077,3883.71,63.6383,0,0.000764818,124.857,0
48,0,0,0,0,0,0.0732919,75.7701,0,7.35606,5674.8,0.99789,92.5194,111.952,71.2011,0.0418569,19.1083,147.672,388.073,0.93798,37.8077,3883.71,63.6383,0,0.000764818,124.857,0
49,0,0,0,0,0,0.0734204,75.8668,0,7.35616,5676.31,0.997846,92.4686,111.9,71.1724,0.0418569,19.1083,113.486,388.073,0.93723,37.807,3880.82,63.7893,0,0.000765165,93.4301,-2.26E-17
49,0,0,0,0,0,0.0734204,75.8668,0,7.35616,5676.31,0.997846,92.4686,111.9,71.1724,0.0418569,19.1083,113.486,388.073,0.93723,37.807,3880.82,63.7893,0,0.000765165,93.4301,-2.26E-17
50,0,0,0,0,0,0.0735364,75.935,0,7.35635,5676.88,0.997803,92.4267,111.855,71.1455,0.0418307,19.1083,85.6519,387.83,0.936731,37.8063,3878.04,63.5175,0,0.000765624,70.1119,0
50,0,0,0,0,0,0.0735364,75.935,0,7.35635,5676.88,0.997803,92.4267,111.855,71.1455,0.0418307,19.1083,85.6519,387.83,0.936731,37.8063,3878.04,63.5175,0,0.000765624,70.1119,0
51,0,0,0,0,0,0.0737532,76.0813,0,7.35626,5680.18,0.997759,92.3705,111.803,71.1181,0.0418307,19.1083,100.638,387.83,0.935675,37.8054,3875.33,63.0203,0,0.000766163,88.6172,0
51,0,0,0,0,0,0.0737532,76.0813,0,7.35626,5680.18,0.997759,92.3705,111.803,71.1181,0.0418307,19.1083,100.638,387.83,0.935675,37.8054,3875.33,63.0203,0,0.000766163,88.6172,0
52,0,0,0,0,0,0.0738438,76.1371,0,7.35631,5681.27,0.997715,92.3487,111.782,71.1079,0.0418307,19.1083,147.496,387.83,0.935307,37.8048,3872.42,63.2577,0,0.000766558,124.422,0
52,0,0,0,0,0,0.0738438,76.1371,0,7.35631,5681.27,0.997715,92.3487,111.782,71.1079,0.0418307,19.1083,147.496,387.83,0.935307,37.8048,3872.42,63.2577,0,0.000766558,124.422,0
53,0,0,0,0,0,0.0739244,76.165,0,7.35649,5680.82,0.997671,92.3287,111.759,71.0955,0.0418129,19.1083,113.259,387.546,0.935211,37.8041,3869.53,63.4035,0,0.000766978,93.0624,0
53,0,0,0,0,0,0.0739244,76.165,0,7.35649,5680.82,0.997671,92.3287,111.759,71.0955,0.0418129,19.1083,113.259,387.546,0.935211,37.8041,3869.53,63.4035,0,0.000766978,93.0624,0
54,0,0,0,0,0,0.0740051,76.1978,0,7.3564,5680.6,0.997627,92.3112,111.74,71.0876,0.0418129,19.1083,85.5306,387.546,0.935104,37.8032,3866.76,63.132,0,0.000767515,69.9063,0
54,0,0,0,0,0,0.0740051,76.1978,0,7.3564,5680.6,0.997627,92.3112,111.74,71.0876,0.0418129,19.1083,85.5306,387.546,0.935104,37.8032,3866.76,63.132,0,0.000767515,69.9063,0
55,0,0,0,0,0,0.0741573,76.2757,0,7.3563,5680.6,0.997583,92.2734,111.701,71.0738,0.0418129,19.1083,100.663,387.546,0.934785,37.8023,3864.05,62.6378,0,0.000768136,88.524,0
55,0,0,0,0,0,0.0741573,76.2757,0,7.3563,5680.6,0.997583,92.2734,111.701,71.0738,0.0418129,19.1083,100.663,387.546,0.934785,37.8023,3864.05,62.6378,0,0.000768136,88.524,0
56,0,0,0,0,0,0.0742255,76.2876,0,7.35657,5678.85,0.997539,92.251,111.672,71.0598,0.0417999,19.1083,147.34,387.225,0.934874,37.8015,3861.14,62.8778,0,0.000768608,124.102,0
56,0,0,0,0,0,0.0742255,76.2876,0,7.35657,5678.85,0.997539,92.251,111.672,71.0598,0.0417999,19.1083,147.34,387.225,0.934874,37.8015,3861.14,62.8778,0,0.000768608,124.102,0
57,0,0,0,0,0,0.0742996,76.3132,0,7.35646,5677.69,0.997495,92.2281,111.645,71.0487,0.0417999,19.1083,113.06,387.225,0.934861,37.8007,3858.27,63.0238,0,0.00076911,92.7765,0
57,0,0,0,0,0,0.0742996,76.3132,0,7.35646,5677.69,0.997495,92.2281,111.645,71.0487,0.0417999,19.1083,113.06,387.225,0.934861,37.8007,3858.27,63.0238,0,0.00076911,92.7765,0
58,0,0,0,0,0,0.0743773,76.3588,0,7.35631,5677.57,0.997452,92.2036,111.621,71.0398,0.0417999,19.1083,85.3942,387.225,0.934661,37.7998,3855.5,62.752,0,0.000769734,69.7244,0
58,0,0,0,0,0,0.0743773,76.3588,0,7.35631,5677.57,0.997452,92.2036,111.621,71.0398,0.0417999,19.1083,85.3942,387.225,0.934661,37.7998,3855.5,62.752,0,0.000769734,69.7244,0
59,0,0,0,0,0,0.0745196,76.4045,0,7.35648,5674.6,0.997408,92.1463,111.553,71.0056,0.0417885,19.1083,100.638,386.871,0.934617,37.7987,3852.79,62.2574,0,0.00077044,88.4013,2.25E-17
59,0,0,0,0,0,0.0745196,76.4045,0,7.35648,5674.6,0.997408,92.1463,111.553,71.0056,0.0417885,19.1083,100.638,386.871,0.934617,37.7987,3852.79,62.2574,0,0.00077044,88.4013,2.25E-17
60,0,0,0,0,0,0.0745979,76.4383,0,7.35648,5673.61,0.997364,92.1176,111.521,70.9907,0.0417885,19.1083,147.126,386.871,0.934514,37.7979,3849.89,62.4953,0,0.000770997,123.741,0
60,0,0,0,0,0,0.0745979,76.4383,0,7.35648,5673.61,0.997364,92.1176,111.521,70.9907,0.0417885,19.1083,147.126,386.871,0.934514,37.7979,3849.89,62.4953,0,0.000770997,123.741,0
61,0,0,0,0,0,0.0746794,76.4911,0,7.35635,5673.68,0.99732,92.0882,111.492,70.9782,0.0417885,19.1083,112.8,386.871,0.934228,37.797,3847.02,62.6359,0,0.000771587,92.4497,-2.25E-17
