Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,CTSresistance,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
36,0,0,0,0,0,0.0713435,73.9354,0,7.36991,5769.08,0.998417,93.0833,111.297,72.6974,0.0417773,14.8515,92.5197,440.803,0.928,37.6865,4972.05,65.2901,0,0.000770582,76.3711,1.78E-17
36,0,0,0,0,0,0.0713435,73.9354,0,7.36991,5769.08,0.998417,93.0833,111.297,72.6974,0.0417773,14.8515,92.5197,440.803,0.928,37.6865,4972.05,65.2901,0,0.000770582,76.3711,1.78E-17
37,0,0,0,0,0,0.0713997,73.9774,0,7.36999,5767.57,0.998373,93.0538,111.257,72.6835,0.0417879,14.8515,74.5806,443.721,0.927987,37.6862,4969.66,64.8664,0,0.000770735,62.033,1.78E-17
37,0,0,0,0,0,0.0713997,73.9774,0,7.36999,5767.57,0.998373,93.0538,111.257,72.6835,0.0417879,14.8515,74.5806,443.721,0.927987,37.6862,4969.66,64.8664,0,0.000770735,62.033,1.78E-17
38,0,0,0,0,0,0.0715244,74.0255,0,7.36973,5768.84,0.998329,93.0418,111.243,72.6818,0.0417879,14.8515,143.046,443.721,0.927685,37.686,4967.18,64.8346,0,0.000770845,124.295,0
38,0,0,0,0,0,0.0715244,74.0255,0,7.36973,5768.84,0.998329,93.0418,111.243,72.6818,0.0417879,14.8515,143.046,443.721,0.927685,37.686,4967.18,64.8346,0,0.000770845,124.295,0
39,0,0,0,0,0,0.0715745,74.0419,0,7.36979,5767.56,0.998285,93.0241,111.22,72.6736,0.0417879,14.8515,132.523,443.721,0.927733,37.6858,4964.64,65.1172,0,0.000770911,111.165,0
39,0,0,0,0,0,0.0715745,74.0419,0,7.36979,5767.56,0.998285,93.0241,111.22,72.6736,0.0417879,14.8515,132.523,443.721,0.927733,37.6858,4964.64,65.1172,0,0.000770911,111.165,0
40,0,0,0,0,0,0.0716224,74.037,0,7.36998,5764.64,0.998242,93.0023,111.19,72.6592,0.0417879,14.8515,104.87,443.721,0.928,37.6855,4962.16,65.1035,0,0.000771029,86.712,1.78E-17
40,0,0,0,0,0,0.0716224,74.037,0,7.36998,5764.64,0.998242,93.0023,111.19,72.6592,0.0417879,14.8515,104.87,443.721,0.928,37.6855,4962.16,65.1035,0,0.000771029,86.712,1.78E-17
41,0,0,0,0,0,0.0716767,74.0489,0,7.37006,5763.06,0.998198,92.982,111.163,72.6468,0.0417752,14.8515,83.623,443.714,0.928068,37.6852,4959.75,64.8078,0,0.000771201,68.9546,-3.56E-17
41,0,0,0,0,0,0.0716767,74.0489,0,7.37006,5763.06,0.998198,92.982,111.163,72.6468,0.0417752,14.8515,83.623,443.714,0.928068,37.6852,4959.75,64.8078,0,0.000771201,68.9546,-3.56E-17
42,0,0,0,0,0,0.071799,74.1409,0,7.36984,5765.12,0.998154,92.9501,111.126,72.6355,0.0417752,14.8515,111.04,443.714,0.927456,37.6848,4957.36,64.4219,0,0.0007714,98.5736,0
42,0,0,0,0,0,0.071799,74.1409,0,7.36984,5765.12,0.998154,92.9501,111.126,72.6355,0.0417752,14.8515,111.04,443.714,0.927456,37.6848,4957.36,64.4219,0,0.0007714,98.5736,0
43,0,0,0,0,0,0.0718481,74.1581,0,7.36988,5763.86,0.99811,92.9294,111.1,72.6243,0.0417752,14.8515,146.045,443.714,0.927468,37.6846,4954.82,64.6573,0,0.000771516,124.87,0
43,0,0,0,0,0,0.0718481,74.1581,0,7.36988,5763.86,0.99811,92.9294,111.1,72.6243,0.0417752,14.8515,146.045,443.714,0.927468,37.6846,4954.82,64.6573,0,0.000771516,124.87,0
44,0,0,0,0,0,0.0718959,74.1569,0,7.37007,5761.23,0.998066,92.9056,111.068,72.6081,0.0417752,14.8515,119.072,443.714,0.927668,37.6843,4952.31,64.8284,0,0.000771647,98.9817,0
44,0,0,0,0,0,0.0718959,74.1569,0,7.37007,5761.23,0.998066,92.9056,111.068,72.6081,0.0417752,14.8515,119.072,443.714,0.927668,37.6843,4952.31,64.8284,0,0.000771647,98.9817,0
45,0,0,0,0,0,0.0719507,74.1739,0,7.37014,5760.06,0.998022,92.8841,111.04,72.5948,0.0417643,14.8515,94.641,443.684,0.927657,37.684,4949.87,64.679,0,0.000771836,77.9595,0
45,0,0,0,0,0,0.0719507,74.1739,0,7.37014,5760.06,0.998022,92.8841,111.04,72.5948,0.0417643,14.8515,94.641,443.684,0.927657,37.684,4949.87,64.679,0,0.000771836,77.9595,0
46,0,0,0,0,0,0.0720134,74.2192,0,7.36996,5761.06,0.997978,92.8668,111.02,72.5872,0.0417643,14.8515,75.6135,443.684,0.927338,37.6836,4947.49,64.279,0,0.000772076,62.4473,-1.78E-17
46,0,0,0,0,0,0.0720134,74.2192,0,7.36996,5761.06,0.997978,92.8668,111.02,72.5872,0.0417643,14.8515,75.6135,443.684,0.927338,37.6836,4947.49,64.279,0,0.000772076,62.4473,-1.78E-17
47,0,0,0,0,0,0.0721204,74.2873,0,7.36995,5761.29,0.997934,92.8287,110.975,72.5693,0.0417643,14.8515,139.557,443.684,0.926955,37.6832,4945.03,64.1587,0,0.00077229,121.52,0
47,0,0,0,0,0,0.0721204,74.2873,0,7.36995,5761.29,0.997934,92.8287,110.975,72.5693,0.0417643,14.8515,139.557,443.684,0.926955,37.6832,4945.03,64.1587,0,0.00077229,121.52,0
48,0,0,0,0,0,0.072168,74.2875,0,7.37017,5758.85,0.99789,92.8048,110.944,72.5528,0.0417643,14.8515,135.655,443.684,0.927123,37.683,4942.5,64.4492,0,0.000772447,113.784,0
48,0,0,0,0,0,0.072168,74.2875,0,7.37017,5758.85,0.99789,92.8048,110.944,72.5528,0.0417643,14.8515,135.655,443.684,0.927123,37.683,4942.5,64.4492,0,0.000772447,113.784,0
49,0,0,0,0,0,0.0722228,74.3073,0,7.37022,5757.95,0.997846,92.7834,110.917,72.5396,0.0417552,14.8515,107.255,443.628,0.927069,37.6826,4940.02,64.4679,0,0.000772653,88.565,0
49,0,0,0,0,0,0.0722228,74.3073,0,7.37022,5757.95,0.997846,92.7834,110.917,72.5396,0.0417552,14.8515,107.255,443.628,0.927069,37.6826,4940.02,64.4679,0,0.000772653,88.565,0
50,0,0,0,0,0,0.0722854,74.355,0,7.37003,5759.16,0.997803,92.766,110.897,72.5322,0.0417552,14.8515,85.5011,443.628,0.926718,37.6822,4937.61,64.1981,0,0.000772915,70.344,0
50,0,0,0,0,0,0.0722854,74.355,0,7.37003,5759.16,0.997803,92.766,110.897,72.5322,0.0417552,14.8515,85.5011,443.628,0.926718,37.6822,4937.61,64.1981,0,0.000772915,70.344,0
51,0,0,0,0,0,0.0723903,74.4192,0,7.36997,5759.19,0.997759,92.727,110.852,72.5128,0.0417552,14.8515,100.025,443.628,0.926355,37.6817,4935.23,63.7775,0,0.000773217,88.5862,-1.78E-17
51,0,0,0,0,0,0.0723903,74.4192,0,7.36997,5759.19,0.997759,92.727,110.852,72.5128,0.0417552,14.8515,100.025,443.628,0.926355,37.6817,4935.23,63.7775,0,0.000773217,88.5862,-1.78E-17
52,0,0,0,0,0,0.0724375,74.4199,0,7.37023,5756.88,0.997715,92.7033,110.821,72.4962,0.0417552,14.8515,145.987,443.628,0.926504,37.6813,4932.72,63.9632,0,0.000773438,124.931,0
52,0,0,0,0,0,0.0724375,74.4199,0,7.37023,5756.88,0.997715,92.7033,110.821,72.4962,0.0417552,14.8515,145.987,443.628,0.926504,37.6813,4932.72,63.9632,0,0.000773438,124.931,0
53,0,0,0,0,0,0.0724923,74.4418,0,7.37028,5756.21,0.997671,92.6825,110.795,72.4835,0.0417473,14.8515,121.809,443.545,0.92642,37.681,4930.21,64.164,0,0.000773661,101.195,0
53,0,0,0,0,0,0.0724923,74.4418,0,7.37028,5756.21,0.997671,92.6825,110.795,72.4835,0.0417473,14.8515,121.809,443.545,0.92642,37.681,4930.21,64.164,0,0.000773661,101.195,0
54,0,0,0,0,0,0.0725545,74.4912,0,7.37008,5757.58,0.997627,92.6656,110.777,72.4765,0.0417473,14.8515,96.7662,443.545,0.926046,37.6805,4927.77,64.0442,0,0.000773945,79.5823,0
54,0,0,0,0,0,0.0725545,74.4912,0,7.37008,5757.58,0.997627,92.6656,110.777,72.4765,0.0417473,14.8515,96.7662,443.545,0.926046,37.6805,4927.77,64.0442,0,0.000773945,79.5823,0
55,0,0,0,0,0,0.0726105,74.5405,0,7.36998,5758.96,0.997583,92.6487,110.759,72.4703,0.0417473,14.8515,77.3077,443.545,0.925673,37.68,4925.39,63.6674,0,0.000774284,63.6834,0
55,0,0,0,0,0,0.0726105,74.5405,0,7.36998,5758.96,0.997583,92.6487,110.759,72.4703,0.0417473,14.8515,77.3077,443.545,0.925673,37.68,4925.39,63.6674,0,0.000774284,63.6834,0
56,0,0,0,0,0,0.0727022,74.5513,0,7.37024,5755.28,0.997539,92.6045,110.702,72.4405,0.0417473,14.8515,134.759,443.545,0.925853,37.6795,4922.96,63.4651,0,0.000774613,117.655,0
56,0,0,0,0,0,0.0727022,74.5513,0,7.37024,5755.28,0.997539,92.6045,110.702,72.4405,0.0417473,14.8515,134.759,443.545,0.925853,37.6795,4922.96,63.4651,0,0.000774613,117.655,0
57,0,0,0,0,0,0.0727564,74.5747,0,7.37031,5754.81,0.997495,92.5849,110.678,72.4288,0.0417401,14.8515,138.83,443.436,0.92575,37.6792,4920.43,63.7562,0,0.000774871,116.508,0
57,0,0,0,0,0,0.0727564,74.5747,0,7.37031,5754.81,0.997495,92.5849,110.678,72.4288,0.0417401,14.8515,138.83,443.436,0.92575,37.6792,4920.43,63.7562,0,0.000774871,116.508,0
58,0,0,0,0,0,0.0728174,74.6247,0,7.3701,5756.28,0.997452,92.5688,110.661,72.4227,0.0417401,14.8515,109.685,443.436,0.925369,37.6787,4917.95,63.809,0,0.000775175,90.4879,0
58,0,0,0,0,0,0.0728174,74.6247,0,7.3701,5756.28,0.997452,92.5688,110.661,72.4227,0.0417401,14.8515,109.685,443.436,0.925369,37.6787,4917.95,63.809,0,0.000775175,90.4879,0
59,0,0,0,0,0,0.0728713,74.6711,0,7.37001,5757.48,0.997408,92.5521,110.644,72.4164,0.0417401,14.8515,87.4109,443.436,0.925026,37.6782,4915.55,63.5663,0,0.00077554,71.7842,0
59,0,0,0,0,0,0.0728713,74.6711,0,7.37001,5757.48,0.997408,92.5521,110.644,72.4164,0.0417401,14.8515,87.4109,443.436,0.925026,37.6782,4915.55,63.5663,0,0.00077554,71.7842,0
60,0,0,0,0,0,0.072961,74.6784,0,7.37017,5753.67,0.997364,92.5085,110.588,72.3864,0.0417401,14.8515,88.9072,443.436,0.925234,37.6776,4913.18,63.1286,0,0.000775952,77.9995,1.78E-17
60,0,0,0,0,0,0.072961,74.6784,0,7.37017,5753.67,0.997364,92.5085,110.588,72.3864,0.0417401,14.8515,88.9072,443.436,0.925234,37.6776,4913.18,63.1286,0,0.000775952,77.9995,1.78E-17
61,0,0,0,0,0,0.0730152,74.7033,0,7.37031,5753.31,0.99732,92.4893,110.565,72.3753,0.0417333,14.8515,145.37,443.303,0.925116,37.6771,4910.69,63.2537,0,0.000776289,124.55,0
